Unnamed: 0,sku,national_inv,lead_time,in_transit_qty,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
1247,3387629,19,2,0,2,5,5,0,No,0,0.99,0.99,0,Yes,No,No,Yes,No,Yes
1248,3387755,3,12,0,40,50,67,15,No,0,0.77,0.73,0,No,No,No,Yes,No,Yes
1249,3388385,0,0,0,4,6,10,1,No,0,0,0,0,No,No,No,No,No,Yes
1250,3388485,2,10,0,25,46,62,6,No,0,0.77,0.84,0,No,No,No,Yes,No,Yes
1251,3388505,0,8,0,6,6,6,1,No,0,0.85,0.92,0,No,No,No,Yes,No,Yes
1252,3388587,1,2,0,0,1,1,0,No,0,0.37,0.34,0,Yes,No,Yes,Yes,No,Yes
1253,3388697,31,2,0,27,28,29,3,No,0,0.99,0.98,0,Yes,No,No,Yes,No,Yes
1254,3388782,7,8,6,26,50,77,6,No,0,0.69,0.67,0,No,No,Yes,Yes,No,Yes
1255,3388825,1,8,0,5,14,19,6,No,0,-99,0,0,No,No,No,Yes,No,Yes
1256,3388865,0,3,0,1,3,3,11,No,0,0.61,0.69,0,No,No,Yes,Yes,No,Yes
1257,3388940,6,8,0,40,89,123,22,No,0,0.98,0.97,0,No,No,No,Yes,No,Yes
1258,3388946,1,8,0,59,141,219,26,No,0,0.22,0.16,0,No,No,No,Yes,No,Yes
1259,3389038,6,8,0,2,11,22,0,No,0,0.99,0.99,0,No,No,Yes,Yes,No,Yes
1260,3389146,229,8,0,202,326,549,0,No,0,0.69,0.67,0,No,No,No,Yes,No,Yes
1261,3389149,0,12,0,0,0,0,0,No,0,0.73,0.79,0,No,No,Yes,Yes,No,Yes
1262,3389204,0,8,0,0,0,0,0,No,0,0.14,0.12,0,No,No,Yes,Yes,No,Yes
1263,3389226,0,12,0,4,6,8,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1264,3389307,0,0,0,1,8,10,1,No,0,0,0,0,No,No,No,Yes,No,Yes
1265,3389362,3,2,0,2,4,4,0,No,0,0.97,0.93,0,No,No,No,Yes,No,Yes
1266,3389443,54,8,0,33,55,105,1,No,0,0.34,0.34,0,No,No,Yes,Yes,No,Yes
1267,3389476,12,8,0,18,32,72,0,No,0,0.83,0.86,0,No,No,No,Yes,No,Yes
1268,3389508,0,12,0,0,0,0,0,No,0,0.68,0.49,3,No,No,No,Yes,No,Yes
1269,3389627,0,2,0,0,0,0,0,No,0,0,0,0,No,No,No,Yes,No,Yes
1270,3389898,2,8,0,17,34,43,0,No,0,0.87,0.91,0,No,No,No,Yes,No,Yes
1271,3390016,0,8,0,3,4,5,0,No,0,0.82,0.84,0,No,No,No,Yes,No,Yes
1272,3390085,0,12,0,0,2,2,0,No,0,0.57,0.68,0,No,No,No,Yes,No,Yes
1273,3390171,18,2,0,44,76,88,10,No,0,0.92,0.75,0,No,No,No,Yes,No,Yes
1274,3390178,1,2,0,4,6,7,0,No,0,0.82,0.81,0,No,No,No,Yes,No,Yes
1275,3390211,0,2,0,0,0,0,0,No,0,0.9,0.93,0,Yes,No,No,Yes,No,Yes
1276,3390265,0,2,0,1,1,3,0,No,0,0.84,0.87,0,No,No,Yes,Yes,No,Yes
1277,3390302,0,12,0,0,0,0,1,No,0,0.11,0.13,0,No,No,No,Yes,No,Yes
1278,3390420,5,2,12,5,5,15,0,No,0,0.69,0.74,0,Yes,No,No,Yes,No,Yes
1279,3390634,6,8,0,7,8,12,1,No,0,0.79,0.66,0,No,No,Yes,Yes,No,Yes
1280,3390699,7,12,0,3,5,12,1,No,0,0.73,0.79,0,No,No,Yes,Yes,No,Yes
1281,3390800,0,8,0,3,5,6,1,No,0,0.18,0.1,0,No,No,No,Yes,No,Yes
1282,3390977,2,4,0,22,30,31,0,No,0,0.95,0.77,0,Yes,No,No,Yes,No,Yes
1283,3391064,4,8,0,15,25,37,7,No,0,0.97,0.98,0,No,No,No,Yes,No,Yes
1284,3391080,10,2,0,19,34,51,3,No,0,0.91,0.94,0,No,No,Yes,Yes,No,Yes
1285,3391102,-1,8,0,1,2,2,0,No,0,0.85,0.64,1,No,No,Yes,Yes,No,Yes
1286,3391140,5,2,0,9,11,13,0,No,0,0.53,0.53,0,No,No,Yes,Yes,No,Yes
1287,3391142,2,3,2,30,59,90,23,No,0,0.41,0.46,0,No,No,No,Yes,No,Yes
1288,3391160,6,2,0,11,22,32,0,No,0,0.48,0.57,0,No,No,No,Yes,No,Yes
1289,3391257,330,2,122,1028,1632,2160,172,No,0,0.98,0.98,0,No,No,No,Yes,No,Yes
1290,3391456,0,2,0,0,0,0,39,No,0,0.96,0.96,0,No,No,No,Yes,No,Yes
1291,3391572,1,2,0,0,0,0,0,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
1292,3391782,19,12,10,53,96,171,29,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1293,3391829,0,8,0,0,0,0,0,No,0,1,0.98,0,No,No,No,Yes,No,Yes
1294,3391933,1,2,0,4,4,5,0,No,0,0.83,0.69,0,No,No,No,Yes,No,Yes
1295,3392003,17,2,0,18,39,59,6,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1296,3392234,2,12,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,Yes
1297,3392349,4,12,0,11,15,26,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1298,3392366,95,8,0,26,123,128,0,No,0,0.83,0.6,0,No,No,No,Yes,No,Yes
1299,3392371,0,4,0,0,0,1,0,No,0,0.73,0.78,0,No,No,No,Yes,No,Yes
1300,3392472,1,8,0,8,10,13,1,No,0,0.25,0.16,0,No,No,No,Yes,No,Yes
1301,3392557,3,2,0,25,60,79,0,No,0,0.81,0.91,0,No,No,No,Yes,No,Yes
1302,3392883,1,2,2,7,8,9,0,No,0,0.78,0.75,0,Yes,No,No,Yes,No,Yes
1303,3392897,1,8,0,46,99,143,21,No,0,0.18,0.33,1,No,No,No,Yes,No,Yes
1304,3392920,2,12,0,1,1,1,0,No,0,0.99,0.98,0,No,No,No,Yes,No,Yes
1305,3393060,7,2,4,20,53,66,0,No,0,1,1,0,No,No,No,Yes,No,Yes
1306,3393084,1,2,1,2,4,6,0,No,0,0.79,0.87,0,No,No,No,Yes,No,Yes
1307,3393257,4,8,0,14,26,43,0,No,0,0.82,0.9,0,No,No,No,Yes,No,Yes
1308,3393315,1,12,0,0,0,3,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1309,3393320,0,2,0,0,0,0,0,No,0,0.84,0.87,0,No,No,Yes,Yes,No,Yes
1310,3393323,0,2,2,0,0,0,0,No,0,0.79,0.87,0,Yes,No,No,Yes,No,Yes
1311,3393328,0,2,0,7,7,7,0,No,0,0.73,0.7,5,Yes,No,No,Yes,No,Yes
1312,3393373,0,8,0,4,6,8,0,No,0,0,0,0,No,No,No,Yes,No,Yes
1313,3393583,1,8,0,0,0,0,0,No,0,0.97,0.96,0,No,No,No,Yes,No,Yes
1314,3393652,0,8,0,0,1,1,0,No,0,0.93,0.89,0,No,No,No,Yes,No,Yes
1315,3393694,17,8,0,21,46,72,6,No,0,0.37,0.74,0,No,No,No,Yes,No,Yes
1316,3393741,3,9,0,30,44,69,0,No,0,0.98,0.98,0,No,No,No,Yes,No,Yes
1317,3393816,9,2,0,1,3,5,0,No,0,0.82,0.81,0,No,No,No,Yes,No,Yes
1318,3393894,0,8,0,9,13,20,2,No,0,0.82,0.81,0,No,No,No,Yes,No,Yes
1319,3393963,9,2,0,23,45,53,0,No,0,0.94,0.8,0,No,No,No,Yes,No,Yes
1320,3394230,0,2,0,0,0,0,1,No,0,0.85,0.83,0,Yes,No,No,Yes,No,Yes
1321,3394261,0,2,0,1,1,1,0,No,0,0.99,0.96,0,Yes,No,No,Yes,No,Yes
1322,3394363,0,8,0,1,1,1,1,No,0,0.86,0.77,0,No,No,No,Yes,No,Yes
1323,3394415,3,2,0,8,16,22,0,No,0,0.54,0.61,0,No,No,No,Yes,No,Yes
1324,3394828,3,8,0,6,9,10,0,No,0,0.99,0.98,0,No,No,No,Yes,No,Yes
1325,3394874,0,8,2,16,35,63,3,No,0,0.89,0.94,2,No,No,No,Yes,No,Yes
1326,3394912,6,4,0,11,19,27,0,No,0,0.89,0.9,0,No,No,No,Yes,No,Yes
1327,3394937,1,3,0,1,2,3,0,No,0,0.89,0.9,0,No,No,No,Yes,No,Yes
1328,3395031,0,8,0,21,39,45,7,No,0,0.98,0.99,0,No,No,No,Yes,No,Yes
1329,3395212,20,2,12,198,359,362,45,No,0,0.71,0.8,3,No,No,No,Yes,No,Yes
1330,3395217,3,2,0,3,3,3,2,No,0,0.83,0.85,0,No,No,No,Yes,No,Yes
1331,3395487,33,2,0,81,188,306,4,No,0,0.89,0.94,0,No,No,No,Yes,No,Yes
1332,3395517,12,8,0,32,65,92,10,No,0,0.94,0.8,0,No,No,No,Yes,No,Yes
1333,3395601,5,8,0,21,50,73,8,No,0,0.99,0.98,0,No,No,Yes,Yes,No,Yes
1334,3395603,3,9,0,7,16,30,2,No,0,0.98,0.98,0,No,No,No,Yes,No,Yes
1335,3395618,8,8,0,4,8,11,5,No,0,0.95,0.77,0,No,No,No,Yes,No,Yes
1336,3395666,0,8,0,6,11,15,0,No,0,0.4,0.41,0,No,No,No,Yes,No,Yes
1337,3395866,5,4,0,10,20,29,1,No,0,1,0.93,0,No,No,No,Yes,No,Yes
1338,3395927,0,2,0,0,0,0,0,No,0,0.9,0.93,0,No,No,No,Yes,No,Yes
1339,3396166,1,8,0,25,41,59,0,No,0,0.77,0.76,0,No,No,No,Yes,No,Yes
1340,3396684,3,8,0,19,36,51,5,No,0,0.52,0.67,0,No,No,No,Yes,No,Yes
1341,3396812,6,2,0,4,6,8,1,No,0,0.65,0.51,0,Yes,No,No,Yes,No,Yes
1342,3396890,8,8,0,13,30,41,0,No,0,0.7,0.73,0,No,No,No,Yes,No,Yes
1343,3396898,0,4,0,3,6,6,0,No,0,0.79,0.66,0,No,No,No,Yes,No,Yes
1344,3397123,1,8,0,1,2,3,0,No,0,0.5,0.52,0,Yes,No,No,No,No,Yes
1345,3397307,0,2,0,13,22,26,0,No,0,0.83,0.86,0,No,No,No,Yes,No,Yes
1346,3397333,0,,0,53,94,124,21,No,0,-99,-99,0,No,No,No,No,No,Yes
1347,3397543,0,8,0,0,0,0,49,No,0,0.73,0.7,0,No,No,Yes,Yes,No,Yes
1348,3397569,42,8,0,216,391,416,0,No,0,0.7,0.73,0,No,No,No,Yes,No,Yes
1349,3397573,5,2,0,8,12,13,0,No,0,0.78,0.75,0,Yes,No,No,Yes,No,Yes
1350,3397679,8,3,1,94,165,226,20,No,0,0.41,0.46,0,No,No,No,Yes,No,Yes
1351,3397704,0,12,0,3,3,3,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1352,3397739,33,2,3,80,115,183,22,No,0,0.5,0.52,0,Yes,No,Yes,No,No,Yes
1353,3397752,2,12,0,43,83,113,0,No,0,0.07,0.19,0,No,No,No,Yes,No,Yes
1354,3397783,0,2,0,0,0,0,1,No,0,0.91,0.93,0,Yes,No,No,Yes,No,Yes
1355,3397793,2,2,2,5,8,16,0,No,0,0.97,0.93,0,No,No,No,Yes,No,Yes
1356,3397826,0,12,0,11,19,25,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1357,3397831,30,2,0,42,68,79,0,No,0,0.89,0.86,0,No,No,No,Yes,No,Yes
1358,3397861,2,8,0,5,11,16,0,No,0,0.53,0.54,0,No,No,Yes,Yes,No,Yes
1359,3397896,3,9,0,2,4,5,0,No,0,0.7,0.66,0,No,No,No,Yes,No,Yes
1360,3397979,0,4,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,Yes
1361,3398006,0,2,0,0,0,0,1,No,0,0.98,0.99,0,No,No,No,Yes,No,Yes
1362,3398009,1,2,0,2,3,3,0,No,0,0.75,0.54,0,No,No,No,Yes,No,Yes
1363,3398418,4,2,0,2,4,4,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1364,3398427,0,8,0,2,2,3,1,No,0,0.79,0.86,0,No,No,No,Yes,No,Yes
1365,3398498,8,8,0,17,31,47,0,No,0,0.97,0.92,0,No,No,No,Yes,No,Yes
1366,3398539,9,8,0,17,38,73,4,No,0,1,0.93,0,No,No,No,Yes,No,Yes
1367,3398698,2,8,0,6,13,15,0,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
1368,3398898,0,2,0,0,0,0,1,No,0,0.77,0.79,0,Yes,No,No,Yes,No,Yes
1369,3398908,6,2,0,13,20,22,0,No,0,0.71,0.63,0,No,No,No,Yes,No,Yes
1370,3398940,2,12,0,16,17,19,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1371,3398956,0,2,0,0,0,0,1,No,0,0.54,0.56,0,Yes,No,No,Yes,No,Yes
1372,3399147,3,8,0,10,20,32,5,No,0,0.83,0.8,0,No,No,Yes,Yes,No,Yes
1373,3399227,0,,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,Yes
1374,3399445,72,8,4,403,728,987,89,No,0,0.97,0.98,0,No,No,No,Yes,No,Yes
1375,3399545,1,8,0,14,21,32,0,No,0,0.82,0.9,0,No,No,No,Yes,No,Yes
1376,3399589,11,8,0,12,33,62,0,No,0,0.48,0.36,0,No,No,No,Yes,No,Yes
1377,3399690,13,2,0,25,28,29,0,No,0,1,0.95,0,No,No,No,Yes,No,Yes
1378,3399801,8,8,0,3,7,17,0,No,0,0.9,0.94,0,No,No,No,Yes,No,Yes
1379,3399894,0,4,0,0,0,0,0,No,0,0.89,0.9,0,Yes,No,No,Yes,No,Yes
1380,3400361,4,2,0,2,5,8,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1381,3400434,0,8,0,7,9,13,5,No,0,0.97,0.96,0,No,No,No,Yes,No,Yes
1382,3400487,13,8,0,29,68,109,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1383,3400592,5,8,0,15,19,22,4,No,0,0.53,0.53,0,No,No,Yes,Yes,No,Yes
1384,3400686,2,8,0,4,6,11,0,No,0,1,0.98,0,No,No,No,Yes,No,Yes
1385,3400796,2,8,0,17,36,52,54,No,0,0.56,0.68,0,No,No,No,Yes,No,Yes
1386,3400846,0,10,0,0,0,0,0,No,0,0.89,0.9,0,No,No,No,Yes,No,Yes
1387,3400872,0,2,0,0,0,0,0,No,0,0.82,0.81,0,No,No,Yes,Yes,No,Yes
1388,3400928,0,9,0,1,2,5,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1389,3400980,4,2,0,36,98,140,6,No,0,0,0,0,No,No,No,Yes,No,Yes
1390,3400986,1,12,0,12,18,28,0,No,0,0.57,0.68,0,No,No,No,Yes,No,Yes
1391,3401064,30,8,0,20,42,84,44,No,0,0.9,0.92,0,No,No,No,Yes,No,Yes
1392,3401140,211,12,0,60,180,275,64,No,0,0.98,0.96,0,No,No,No,Yes,No,Yes
1393,3401176,-8,12,0,11,41,77,2,No,0,0.68,0.68,0,No,No,Yes,Yes,No,Yes
1394,3401220,2,8,0,16,26,32,0,No,0,0.13,0.17,0,No,No,No,Yes,No,Yes
1395,3401532,8,8,0,19,30,104,5,No,0,0.89,0.95,0,No,No,No,Yes,No,Yes
1396,3401542,0,8,0,10,19,27,0,No,0,0.82,0.81,0,No,No,No,Yes,No,Yes
1397,3401845,0,2,0,3,6,6,0,No,0,0.24,0.22,0,Yes,No,No,Yes,No,Yes
1398,3401861,0,8,0,0,0,0,0,No,0,0.92,0.91,0,Yes,No,Yes,Yes,No,Yes
1399,3401864,0,3,0,1,1,2,0,No,0,0.41,0.46,0,Yes,No,Yes,Yes,No,Yes
1400,3402031,-294,,0,301,945,2094,238,No,0,-99,-99,0,No,No,No,No,No,Yes
1401,3402033,7,8,3,56,113,168,14,No,0,0.99,0.98,1,No,No,Yes,Yes,No,Yes
1402,3402086,1,8,0,8,13,18,0,No,0,0.19,0.49,0,No,No,No,Yes,No,Yes
1403,3402312,5,8,0,8,11,20,0,No,0,0.95,0.77,0,No,No,No,Yes,No,Yes
1404,3402388,5,8,0,4,8,10,0,No,0,0.49,0.57,0,No,No,Yes,Yes,No,Yes
1405,3402639,0,,0,2,2,2,1,No,0,-99,-99,0,No,No,No,Yes,No,Yes
1406,3402768,0,2,0,0,0,0,1,No,0,0.88,0.91,0,Yes,No,Yes,Yes,No,Yes
1407,3402804,0,5,0,0,0,0,0,No,0,0.65,0.71,0,Yes,No,Yes,Yes,No,Yes
1408,3403144,8,8,0,22,41,53,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1409,3403176,10,12,0,21,40,64,0,No,0,0.77,0.73,3,No,No,No,Yes,No,Yes
1410,3403310,1,8,0,1,1,1,0,No,0,0.96,0.88,0,No,No,No,Yes,No,Yes
1411,3403333,9,4,0,20,36,52,0,No,0,0.57,0.68,0,No,No,No,Yes,No,Yes
1412,3403419,0,2,0,2,3,3,0,No,0,0.5,0.5,2,No,No,No,Yes,No,Yes
1413,3403440,0,8,0,4,5,8,0,No,0,0.82,0.81,0,No,No,No,Yes,No,Yes
1414,3403596,26,2,0,15,48,64,0,No,0,0.97,0.96,0,No,No,No,Yes,No,Yes
1415,3403746,0,8,0,0,1,2,0,No,0,0.18,0.1,0,No,No,Yes,Yes,No,Yes
1416,3403981,1,9,0,2,4,6,1,No,0,0.96,0.97,0,No,No,Yes,Yes,No,Yes
1417,3404014,1,8,0,10,22,29,0,No,0,0.98,0.99,0,No,No,No,Yes,No,Yes
1418,3404149,0,9,0,2,6,10,2,No,0,0.7,0.66,0,No,No,No,Yes,No,Yes
1419,3404368,16,2,0,14,33,49,1,No,0,1,0.95,0,No,No,No,Yes,No,Yes
1420,3404380,0,2,0,0,0,0,0,No,0,0.53,0.53,0,No,No,No,Yes,No,Yes
1421,3404411,4,2,0,1,5,8,2,No,0,1,0.99,0,No,No,No,Yes,No,Yes
1422,3404623,0,2,0,0,0,0,1,No,0,0.34,0.51,0,Yes,No,Yes,Yes,No,Yes
1423,3404811,5,8,0,4,13,26,8,No,0,0.87,0.91,0,No,No,No,Yes,No,Yes
1424,3404884,5,2,10,18,22,22,0,No,0,1,0.99,0,No,No,No,Yes,No,Yes
1425,3404978,24,8,0,24,32,46,1,No,0,0.89,0.9,0,No,No,No,Yes,No,Yes
1426,3405205,3,2,0,9,12,28,0,No,0,0.97,0.97,0,No,No,No,Yes,No,Yes
1427,3405277,0,2,0,4,9,13,0,No,0,0.97,0.93,0,No,No,No,Yes,No,Yes
1428,3405469,1,8,0,1,2,4,0,No,0,0.77,0.71,0,No,No,No,Yes,No,Yes
1429,3405501,10,8,0,1,3,5,0,No,0,1,1,0,No,No,No,Yes,No,Yes
1430,3405593,3,2,0,1,1,1,0,No,0,0.46,0.25,0,No,No,No,Yes,No,Yes
1431,3405623,7,8,0,19,43,58,2,No,0,0.83,0.7,0,No,No,No,Yes,No,Yes
1432,3405814,-2,8,0,25,26,35,3,No,0,-99,-99,2,No,No,No,Yes,No,Yes
1433,3405858,0,2,0,0,0,0,0,No,0,0.97,0.95,0,Yes,No,No,Yes,No,Yes
1434,3405859,21,12,0,45,52,53,0,No,0,0.53,0.55,0,No,No,No,Yes,No,Yes
1435,3405897,0,8,0,0,7,12,1,No,0,0.13,0.17,0,No,No,No,Yes,No,Yes
1436,3405916,150,8,28,407,723,1082,144,No,0,0.53,0.54,0,No,No,No,Yes,No,Yes
1437,3406532,0,2,0,0,0,0,7,No,0,0.78,0.9,0,No,No,Yes,Yes,No,Yes
1438,3406474,1,8,0,1,1,1,0,No,0,0.82,0.89,0,No,No,No,Yes,No,Yes
1439,3406500,0,8,0,2,4,4,0,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
1440,3406750,24,2,0,0,0,0,1,No,0,0.79,0.71,0,Yes,No,No,Yes,No,Yes
1441,3406768,1,2,0,63,117,161,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1442,3406825,1,9,0,9,12,15,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1443,3406834,20,8,0,90,125,163,15,No,0,0.97,0.96,0,No,No,No,Yes,No,Yes
1444,3406960,24,9,0,0,0,4,1,No,0,0.98,0.98,0,No,No,No,Yes,No,Yes
1445,3407042,1,2,0,7,7,7,0,No,0,1,1,0,No,No,No,Yes,No,Yes
1446,3407043,7,8,0,12,26,41,0,No,0,0.81,0.78,0,No,No,No,Yes,No,Yes
1447,3407156,0,0,0,6,8,9,1,No,0,0,0,0,No,No,Yes,Yes,No,Yes
1448,3407281,2,3,0,9,9,9,0,No,0,0.41,0.46,0,Yes,No,No,Yes,No,Yes
1449,3407358,3,2,0,5,13,23,0,No,0,0.97,0.96,0,No,No,No,Yes,No,Yes
1450,3407405,1,4,0,4,4,4,0,No,0,0.79,0.66,0,No,No,No,Yes,No,Yes
1451,3407407,0,8,0,0,0,0,105,No,0,0.97,0.98,0,Yes,No,Yes,No,No,Yes
1452,3407410,2,2,0,2,3,3,0,No,0,0.85,0.72,0,Yes,No,No,Yes,No,Yes
1453,3407425,4,2,0,0,0,0,1,No,0,0.97,0.96,0,Yes,No,Yes,Yes,No,Yes
1454,3407460,3,0,0,7,16,23,1,No,0,0,0,0,No,No,No,No,No,Yes
1455,3407490,-160,5,4,261,501,762,521,No,0,0.73,0.7,159,No,No,No,Yes,No,Yes
1456,3407864,15,12,0,15,35,64,5,No,0,0.73,0.79,0,No,No,Yes,Yes,No,Yes
1457,3408175,6,12,0,28,39,48,0,No,0,0.69,0.72,0,No,No,No,Yes,No,Yes
1458,3408207,3,8,0,4,7,7,0,No,0,0.9,0.9,0,No,No,No,Yes,No,Yes
1459,3408237,3,2,0,7,14,19,0,No,0,0.99,0.98,0,No,No,No,Yes,No,Yes
1460,3408246,0,8,0,4,10,13,0,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
1461,3408249,1,8,7,10,16,22,2,No,0,0.46,0.65,0,No,No,No,Yes,No,Yes
1462,3408346,8,8,0,26,61,112,0,No,0,0.96,0.9,0,No,No,No,Yes,No,Yes
1463,3408387,18,3,0,58,65,66,9,No,0,0.41,0.46,0,Yes,No,Yes,Yes,No,Yes
1464,3408406,2,0,0,7,9,9,1,No,0,0,0,0,Yes,No,No,Yes,No,Yes
1465,3408531,32,4,0,41,104,140,0,No,0,0.87,0.91,0,No,No,No,Yes,No,Yes
1466,3408768,6,12,10,30,41,59,15,No,0,0.93,0.95,0,No,No,No,Yes,No,Yes
1467,3408830,3,9,0,12,17,21,1,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1468,3408834,5,2,0,4,8,12,0,No,0,0.13,0.17,0,No,No,No,Yes,No,Yes
1469,3408927,-14,,0,44,80,80,2,No,0,-99,-99,14,No,No,No,Yes,No,Yes
1470,3408968,2,9,0,2,3,4,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1471,3408990,12,2,0,41,103,140,0,No,0,0.97,0.96,0,No,No,No,Yes,No,Yes
1472,3409066,9,8,0,10,17,32,0,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
1473,3409072,6,2,0,6,10,15,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1474,3409181,6,2,0,4,13,28,0,No,0,0.97,0.93,0,No,No,No,Yes,No,Yes
1475,3409185,7,2,0,14,28,32,0,No,0,0.73,0.76,0,No,No,No,Yes,No,Yes
1476,3409347,21,2,0,12,29,29,3,No,0,0.92,0.9,0,Yes,No,No,Yes,No,Yes
1477,3409350,26,2,0,25,28,30,2,No,0,0.82,0.68,0,Yes,No,No,Yes,No,Yes
1478,3409353,11,2,0,64,111,121,0,No,0,0.33,0.32,0,Yes,No,No,Yes,No,Yes
1479,3409531,5,8,0,29,72,88,0,No,0,0.79,0.66,0,No,No,No,Yes,No,Yes
1480,3409543,1,8,0,6,12,17,2,No,0,0.74,0.58,0,No,No,No,Yes,No,Yes
1481,3410202,2,8,0,3,9,14,2,No,0,0.96,0.88,0,No,No,No,Yes,No,Yes
1482,3410269,0,4,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,Yes
1483,3410275,0,12,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1484,3410291,0,2,0,1,1,1,0,No,0,0.82,0.81,0,No,No,Yes,Yes,No,Yes
1485,3410356,5,9,2,0,4,8,0,No,0,0.85,0.82,0,No,No,No,Yes,No,Yes
1486,3410493,0,8,0,6,11,17,1,No,0,0.98,0.99,0,No,No,No,Yes,No,Yes
1487,3410706,3,12,0,15,24,32,2,No,0,0.91,0.7,0,No,No,No,Yes,No,Yes
1488,3410908,1,8,0,12,20,31,2,No,0,0.98,0.95,0,No,No,No,Yes,No,Yes
1489,3411046,2,2,0,10,13,21,0,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
1490,3411204,0,12,0,2,4,7,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1491,3411227,13,,0,5,5,5,0,No,0,-99,-99,0,No,No,No,Yes,No,Yes
1492,3411237,4,8,0,22,43,74,0,No,0,0,0,0,No,No,No,Yes,No,Yes
1493,3411387,4,8,0,12,19,28,0,No,0,1,0.92,0,No,No,No,Yes,No,Yes
1494,3411524,9,9,0,8,14,20,0,No,0,0.94,0.83,0,No,No,No,Yes,No,Yes
1495,3411589,2,8,0,0,2,2,5,No,0,0.98,0.99,0,No,No,Yes,Yes,No,Yes
1496,3411747,4,8,0,2,6,10,0,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
1497,3411839,21,12,0,64,91,130,16,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1498,3411840,-3,0,0,27,51,89,4,No,0,0,0,3,No,No,No,No,No,Yes
