Unnamed: 0,sku,national_inv,lead_time,in_transit_qty,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
1499,3411885,0,12,0,3,4,4,0,No,0,0.57,0.68,0,No,No,No,Yes,No,Yes
1500,3411894,13,2,0,30,44,57,3,No,0,0.47,0.44,0,No,No,No,Yes,No,Yes
1501,3412000,1,2,0,3,3,5,1,No,0,0.13,0.15,0,No,No,No,Yes,No,Yes
1502,3412454,0,8,0,0,0,0,0,No,0,0.73,0.7,0,No,No,No,Yes,No,Yes
1503,3412595,0,8,0,10,17,28,3,No,0,0,0.07,0,No,No,No,Yes,No,Yes
1504,3412782,3,2,0,3,3,6,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1505,3412934,0,12,0,4,8,11,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1506,3413127,6,4,0,9,11,13,0,No,0,0.7,0.66,0,Yes,No,No,Yes,No,Yes
1507,3413203,39,8,0,9,35,70,14,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1508,3413863,0,9,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,Yes
1509,3413867,3,,0,6,10,10,2,No,0,-99,-99,0,No,No,No,Yes,No,Yes
1510,3413905,16,3,0,1,28,34,0,No,0,0.89,0.9,0,No,No,No,Yes,No,Yes
1511,3414042,0,2,0,2,2,2,1,No,0,0.37,0.33,0,No,No,No,Yes,No,Yes
1512,3414079,0,,0,1,1,1,1,No,0,-99,-99,1,No,No,No,Yes,No,Yes
1513,3414083,0,2,0,0,0,0,0,No,0,0.54,0.56,0,No,No,No,Yes,No,Yes
1514,3414084,48,2,24,474,478,488,123,No,0,0.84,0.87,2,No,No,Yes,Yes,No,Yes
1515,3414387,-1,8,0,4,6,9,1,No,0,0.99,0.96,0,No,No,No,Yes,No,Yes
1516,3414698,0,12,0,13,27,39,9,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1517,3414713,25,8,0,59,110,148,5,No,0,0.85,0.8,0,No,No,No,Yes,No,Yes
1518,3414835,8,2,0,23,28,28,0,No,0,1,0.99,0,No,No,No,Yes,No,Yes
1519,3414984,3,8,0,10,14,32,0,No,0,0.7,0.71,0,No,No,No,Yes,No,Yes
1520,3415035,0,,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,Yes
1521,3415049,1,2,0,0,0,0,0,No,0,0.38,0.38,0,No,No,Yes,Yes,No,Yes
1522,3415071,6,2,0,4,4,5,0,No,0,1,0.99,0,Yes,No,Yes,Yes,No,Yes
1523,3415121,0,8,0,1,2,2,0,No,0,0,0,0,No,No,No,Yes,No,Yes
1524,3415227,-3,8,0,15,25,35,5,No,0,0.79,0.66,3,No,No,No,Yes,No,Yes
1525,3415256,0,8,0,0,1,1,0,No,0,0,0,0,No,No,No,Yes,No,Yes
1526,3415278,0,12,0,3,5,7,1,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1527,3415329,0,2,0,0,0,0,321,No,0,0.97,0.96,0,No,No,No,Yes,No,Yes
1528,3415356,1,8,0,15,24,26,0,No,0,0.51,0.31,0,No,No,No,Yes,No,Yes
1529,3415528,0,8,0,0,7,7,0,No,0,0.88,0.91,5,No,No,Yes,Yes,No,Yes
1530,3415548,2,8,0,70,119,195,24,No,0,0.81,0.91,0,No,No,No,Yes,No,Yes
1531,3415568,5,8,0,19,23,28,3,No,0,0.54,0.61,0,No,No,No,Yes,No,Yes
1532,3415827,3,2,0,6,8,9,0,No,0,0.92,0.92,0,No,No,No,Yes,No,Yes
1533,3415870,10,3,0,21,35,35,6,No,0,0.75,0.66,0,No,No,No,Yes,No,Yes
1534,3415937,2,2,0,0,0,2,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1535,3415972,0,2,0,0,0,0,25,No,0,0.97,0.97,0,No,No,No,Yes,No,Yes
1536,3415993,0,8,0,6,9,15,0,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
1537,3416342,16,2,0,31,61,82,0,No,0,0.79,0.87,0,No,No,No,Yes,No,Yes
1538,3416367,-5,8,0,6,18,32,0,No,0,0.83,0.86,5,No,No,No,Yes,No,Yes
1539,3416540,1,8,0,3,6,6,0,No,0,0.66,0.67,0,No,No,No,Yes,No,Yes
1540,3416543,9,8,0,15,26,36,0,No,0,0.78,0.75,0,No,No,No,Yes,No,Yes
1541,3416570,12,8,0,8,23,40,22,No,0,0,0,0,No,No,No,Yes,No,Yes
1542,3416601,14,8,6,146,221,302,23,No,0,0.73,0.7,1,No,No,Yes,Yes,No,Yes
1543,3416623,1,12,0,9,17,23,0,No,0,0.46,0.4,0,No,No,No,Yes,No,Yes
1544,3416686,5,2,7,1,2,2,1,No,0,-99,-99,0,Yes,No,No,Yes,No,Yes
1545,3416692,1,9,1,2,4,7,0,No,0,0.54,0.48,0,No,No,No,Yes,No,Yes
1546,3416750,66,2,0,11,16,27,0,No,0,1,0.98,0,No,No,No,Yes,No,Yes
1547,3416820,0,12,2,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,Yes
1548,3417047,0,2,0,0,0,0,0,No,0,0,0,0,Yes,No,Yes,Yes,No,Yes
1549,3417277,2,8,0,4,4,6,4,No,0,0.98,0.94,0,No,No,No,Yes,No,Yes
1550,3417451,2,8,2,10,26,43,4,No,0,0.88,0.68,0,No,No,Yes,Yes,No,Yes
1551,3417482,1,8,0,2,9,13,0,No,0,0.95,0.77,0,No,No,No,Yes,No,Yes
1552,3417510,327,2,142,973,1699,2403,195,No,0,0.5,0.52,0,Yes,No,Yes,No,No,Yes
1553,3417730,0,2,0,35,86,135,0,No,0,0.9,0.95,0,No,No,Yes,Yes,No,Yes
1554,3417740,5,3,0,6,11,17,0,No,0,0.98,0.98,0,No,No,No,Yes,No,Yes
1555,3417857,1,2,0,10,10,11,3,No,0,1,0.99,0,No,No,No,No,No,Yes
1556,3417859,5,8,0,5,8,15,0,No,0,0.61,0.62,0,No,No,No,Yes,No,Yes
1557,3417887,1,12,0,2,15,24,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1558,3417977,0,2,0,4,5,5,0,No,0,0.88,0.83,0,Yes,No,Yes,Yes,No,Yes
1559,3418403,7,8,9,35,77,103,21,No,0,0.96,0.88,0,No,No,No,Yes,No,Yes
1560,3418422,38,,0,213,303,343,28,No,0,-99,-99,0,No,No,No,No,No,Yes
1561,3418453,0,12,0,4,6,8,13,No,0,0.73,0.7,5,No,No,No,Yes,No,Yes
1562,3418554,2,8,0,1,1,3,0,No,0,0.99,0.98,0,No,No,No,Yes,No,Yes
1563,3418704,0,8,0,5,7,11,2,No,0,0.92,0.87,0,No,No,No,Yes,No,Yes
1564,3418911,10,12,0,17,17,17,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1565,3418928,0,2,0,0,0,0,1,No,0,0.12,0.1,0,Yes,No,Yes,Yes,No,Yes
1566,3418930,4,2,1,0,2,2,0,No,0,0.54,0.56,0,Yes,No,No,Yes,No,Yes
1567,3418964,6,12,0,3,6,6,4,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1568,3418991,3,8,0,15,29,48,0,No,0,0.84,0.8,0,No,No,No,Yes,No,Yes
1569,3419335,0,8,0,1,4,9,0,No,0,0.87,0.88,0,No,No,Yes,Yes,No,Yes
1570,3419472,8,8,0,3,5,8,0,No,0,0.89,0.9,0,No,No,No,Yes,No,Yes
1571,3420131,21,8,0,124,160,222,33,No,0,0,0,0,No,No,No,Yes,No,Yes
1572,3420133,30,5,3,104,322,524,26,No,0,0.75,0.67,1,No,No,No,Yes,No,Yes
1573,3420162,22,4,0,41,71,96,0,No,0,0.97,0.98,0,No,No,No,Yes,No,Yes
1574,3420165,68,8,0,66,148,195,0,No,0,0.79,0.71,0,No,No,No,Yes,No,Yes
1575,3420170,10,2,0,4,7,8,1,No,0,-99,-99,0,No,No,No,Yes,No,Yes
1576,3420378,0,12,0,0,0,0,0,No,0,0.94,0.87,0,No,No,Yes,Yes,No,Yes
1577,3420420,0,12,0,2,2,2,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1578,3420431,3,8,0,5,13,21,0,No,0,0.18,0.33,0,No,No,No,Yes,No,Yes
1579,3420578,0,4,0,28,53,74,2,No,0,0.97,0.94,0,No,No,No,Yes,No,Yes
1580,3420586,12,12,8,251,419,599,50,No,0,0.57,0.68,6,No,No,No,Yes,No,Yes
1581,3420743,2,8,0,3,5,10,1,No,0,0.85,0.92,0,No,No,Yes,Yes,No,Yes
1582,3420799,37,2,25,54,65,67,10,No,0,0.91,0.95,0,No,No,No,Yes,No,Yes
1583,3420802,0,9,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,Yes
1584,3420809,3,2,9,32,38,38,0,No,0,0.98,0.99,0,No,No,No,Yes,No,Yes
1585,3420810,37,2,24,86,93,96,34,No,0,1,0.99,0,Yes,No,No,Yes,No,Yes
1586,3420822,0,8,0,0,0,0,0,No,0,0.37,0.34,0,No,No,Yes,Yes,No,Yes
1587,3420895,7,8,0,7,14,18,1,No,0,1,1,0,No,No,No,Yes,No,Yes
1588,3421030,-3,8,0,75,133,168,34,No,0,0.74,0.57,4,No,No,Yes,Yes,No,Yes
1589,3421215,0,8,0,15,26,53,0,No,0,0.9,0.94,0,No,No,No,Yes,No,Yes
1590,3421321,0,8,0,7,8,9,0,No,0,0.18,0.33,0,No,No,No,Yes,No,Yes
1591,3421430,2,2,0,0,1,1,0,No,0,0.9,0.93,0,No,No,No,Yes,No,Yes
1592,3421467,-1,2,0,11,13,13,0,No,0,0.46,0.65,1,Yes,No,Yes,Yes,No,Yes
1593,3421541,0,12,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,Yes
1594,3421581,0,8,0,3,3,6,0,No,0,0.53,0.53,0,No,No,Yes,Yes,No,Yes
1595,3421590,0,9,1,8,13,16,0,No,0,0.7,0.66,0,No,No,No,Yes,No,Yes
1596,3421642,0,12,0,5,12,21,0,No,0,0.46,0.4,0,No,No,No,Yes,No,Yes
1597,3421644,9,9,0,13,23,33,3,No,0,1,1,0,No,No,No,Yes,No,Yes
1598,3421663,0,16,0,0,1,1,0,No,0,0.31,0.4,0,No,No,No,Yes,No,Yes
1599,3421665,32,11,0,7,53,177,4,No,0,0.85,0.8,0,No,No,No,Yes,No,Yes
1600,3421768,0,8,0,0,0,0,0,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
1601,3421776,0,2,0,0,0,0,16,No,0,-99,-99,0,No,No,No,Yes,No,Yes
1602,3422092,12,8,17,43,75,115,3,No,0,0.95,0.89,0,No,No,No,Yes,No,Yes
1603,3422130,17,8,0,21,51,76,10,No,0,0.87,0.9,0,No,No,No,Yes,No,Yes
1604,3422162,0,8,0,6,9,16,2,No,0,1,0.99,0,No,No,No,Yes,No,Yes
1605,3422268,27,8,12,49,72,91,16,No,0,0.97,0.96,0,No,No,No,Yes,No,Yes
1606,3422511,1,2,0,1,1,1,0,No,0,0.53,0.53,0,No,No,Yes,Yes,No,Yes
1607,3422663,2,8,0,25,84,137,40,No,0,0.34,0.3,0,No,No,No,Yes,No,Yes
1608,3422800,1,8,0,4,7,9,0,No,0,0.18,0.33,0,No,No,No,Yes,No,Yes
1609,3422836,-5,52,0,0,0,0,0,No,0,0.66,0.64,5,Yes,No,No,No,No,Yes
1610,3423002,6,2,0,0,0,0,0,No,0,0.64,0.62,0,Yes,No,No,Yes,No,Yes
1611,3423401,5,3,0,13,21,28,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1612,3423561,11,17,6,9,18,39,4,No,0,1,1,0,No,No,Yes,Yes,No,Yes
1613,3423575,13,8,0,33,58,77,0,No,0,0.99,0.98,0,No,No,No,Yes,No,Yes
1614,3423667,0,8,0,0,0,0,43,No,0,0.73,0.7,0,No,No,No,Yes,No,Yes
1615,3423770,23,8,0,494,999,1587,2,No,0,0.84,0.82,0,No,No,No,Yes,No,Yes
1616,3424184,-2,8,0,7,8,9,1,No,0,0.99,0.98,2,No,No,No,Yes,No,Yes
1617,3424429,4,2,0,11,13,19,0,No,0,0.93,0.86,0,No,No,No,Yes,No,Yes
1618,3424452,23,12,0,33,55,85,13,No,0,0.89,0.93,0,No,No,No,Yes,No,Yes
1619,3424520,5,8,0,6,18,22,0,No,0,0.98,0.97,0,No,No,No,Yes,No,Yes
1620,3424626,0,2,0,0,0,0,0,No,0,0,0,0,Yes,No,Yes,Yes,No,Yes
1621,3424860,79,8,0,69,88,172,9,No,0,0.97,0.96,0,No,No,No,Yes,No,Yes
1622,3424878,-2567,3,0,25866,29300,38834,1225,No,0,0.92,0.96,2837,No,No,No,Yes,No,Yes
1623,3424920,3,2,0,2,7,10,0,No,0,1,1,0,No,No,No,Yes,No,Yes
1624,3424946,5,8,1,45,73,115,25,No,0,0.34,0.57,1,No,No,No,Yes,No,Yes
1625,3424953,11,8,0,35,63,97,1,No,0,0.93,0.92,0,No,No,No,Yes,No,Yes
1626,3425252,0,4,0,0,0,0,13,No,0,0.79,0.66,0,No,No,Yes,Yes,No,Yes
1627,3425520,0,12,0,0,0,0,0,No,0,0.73,0.79,0,Yes,No,No,Yes,No,Yes
1628,3425538,0,2,0,0,0,0,1,No,0,0.76,0.71,0,Yes,No,Yes,Yes,No,Yes
1629,3425621,9,9,0,3,7,13,0,No,0,0.7,0.66,0,No,No,No,Yes,No,Yes
1630,3425855,21,2,0,36,53,66,0,No,0,0.78,0.78,0,No,No,No,Yes,No,Yes
1631,3425964,1,8,0,5,8,13,0,No,0,0.52,0.67,0,No,No,No,Yes,No,Yes
1632,3426031,2,8,0,15,16,16,2,No,0,0.96,0.87,0,No,No,No,Yes,No,Yes
1633,3426092,0,8,0,34,94,141,0,No,0,0.22,0.5,0,No,No,No,Yes,No,Yes
1634,3426158,6,10,0,20,37,51,0,No,0,0.89,0.9,0,No,No,No,Yes,No,Yes
1635,3426218,16,8,0,29,63,82,5,No,0,1,0.97,0,No,No,No,Yes,No,Yes
1636,3426252,0,8,0,0,0,0,24,No,0,0.94,0.92,0,No,No,No,Yes,No,Yes
1637,3426491,1,2,0,14,17,18,0,No,0,0.75,0.54,0,No,No,No,Yes,No,Yes
1638,3426531,0,8,0,3,7,7,1,No,0,0.7,0.73,0,No,No,No,Yes,No,Yes
1639,3426558,0,9,0,0,0,0,11,No,0,0.85,0.82,0,Yes,No,No,No,No,Yes
1640,3426685,3,8,0,2,5,8,1,No,0,0.9,0.9,0,No,No,No,Yes,No,Yes
1641,3426708,-604,4,0,2232,5994,8788,448,No,0,0.98,0.96,423,No,No,No,Yes,No,Yes
1642,3426722,4,8,0,5,5,5,1,No,0,0.19,0.49,0,No,No,No,Yes,No,Yes
1643,3426810,39,8,0,127,300,490,148,No,0,0.53,0.44,2,No,No,No,Yes,No,Yes
1644,3426920,-2,8,0,44,52,69,6,No,0,0.91,0.85,2,No,No,No,Yes,No,Yes
1645,3427034,2,2,0,15,20,25,0,No,0,0.97,0.96,0,No,No,No,Yes,No,Yes
1646,3427095,2,2,0,11,22,25,0,No,0,1,0.99,0,No,No,No,Yes,No,Yes
1647,3427099,0,2,0,7,13,19,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1648,3427149,4,2,0,4,4,4,0,No,0,0.95,0.96,0,Yes,No,No,Yes,No,Yes
1649,3427169,554,2,3,321,584,777,60,No,0,0.92,0.91,0,No,No,Yes,Yes,No,Yes
1650,3427222,5,2,0,29,40,53,3,No,0,0.89,0.89,0,No,No,No,Yes,No,Yes
1651,3427258,4,2,0,6,12,26,0,No,0,0.97,0.93,0,No,No,No,Yes,No,Yes
1652,3427376,1,8,0,5,10,12,2,No,0,0.91,0.93,0,No,No,No,Yes,No,Yes
1653,3427391,1,2,0,96,172,183,19,No,0,0.97,0.95,0,Yes,No,No,Yes,No,Yes
1654,3427436,5,2,0,3,3,3,1,No,0,0.85,0.83,0,No,No,No,Yes,No,Yes
1655,3427597,0,8,0,0,0,0,0,No,0,-99,0,0,No,No,No,Yes,No,Yes
1656,3427626,0,8,0,1,2,10,6,No,0,0.98,0.97,0,No,No,Yes,Yes,No,Yes
1657,3427915,0,2,0,0,0,0,0,No,0,0.37,0.34,0,Yes,No,Yes,Yes,No,Yes
1658,3428052,5,2,0,0,0,2,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1659,3428090,7,2,0,25,52,68,2,No,0,0.94,0.96,0,No,No,No,Yes,No,Yes
1660,3428169,0,8,0,15,33,41,0,No,0,0.93,0.89,0,No,No,No,Yes,No,Yes
1661,3428286,0,8,0,3,3,5,1,No,0,1,0.99,0,No,No,No,Yes,No,Yes
1662,3428461,22,4,0,55,82,89,0,No,0,0.73,0.78,0,No,No,No,Yes,No,Yes
1663,3428478,2,2,1,3,3,5,1,No,0,0.44,0.54,0,No,No,No,Yes,No,Yes
1664,3428654,55,2,0,86,127,193,31,No,0,0.99,0.98,0,No,No,No,Yes,No,Yes
1665,3428684,3,2,0,24,33,50,0,No,0,0.95,0.91,0,No,No,No,Yes,No,Yes
1666,3428858,-1,9,0,8,18,23,0,No,0,0.7,0.66,1,No,No,No,Yes,No,Yes
1667,3429047,0,4,0,1,2,2,0,No,0,0.7,0.66,0,No,No,No,Yes,No,Yes
1668,3429140,6,8,0,12,21,28,0,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
1669,3429275,0,8,0,10,12,16,2,No,0,0.91,0.94,0,No,No,No,Yes,No,Yes
1670,3429418,2,12,0,1,1,3,1,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1671,3429611,0,8,0,2,5,12,0,No,0,0.19,0.49,0,No,No,No,Yes,No,Yes
1672,3429739,3,8,0,7,15,20,6,No,0,0.99,0.97,0,No,No,No,Yes,No,Yes
1673,3429752,2,8,0,1,1,1,1,No,0,0.97,0.97,0,No,No,No,Yes,No,Yes
1674,3429936,4,8,1,26,40,55,0,No,0,0.96,0.96,0,No,No,No,Yes,No,Yes
1675,3430009,0,8,0,6,19,28,1,No,0,0.98,0.96,0,No,No,No,Yes,No,Yes
1676,3430028,3,3,0,9,14,22,0,No,0,0.89,0.9,0,No,No,No,Yes,No,Yes
1677,3430071,0,8,0,4,8,11,0,No,0,1,1,0,No,No,No,Yes,No,Yes
1678,3430114,0,8,0,24,45,56,0,No,0,0.87,0.91,0,No,No,No,Yes,No,Yes
1679,3430214,0,8,0,32,51,76,0,No,0,0.98,0.92,0,No,No,No,Yes,No,Yes
1680,3430603,17,8,0,318,503,790,102,No,0,0,0,5,No,No,No,Yes,No,Yes
1681,3430618,16,4,0,41,52,56,8,No,0,0.98,0.98,0,Yes,No,No,Yes,No,Yes
1682,3430671,9,8,0,41,55,66,8,No,0,0.78,0.63,0,No,No,No,Yes,No,Yes
1683,3430816,6,12,0,67,130,155,13,No,0,0.77,0.75,0,No,No,No,Yes,No,Yes
1684,3430877,-7,8,150,604,743,875,72,No,0,0.82,0.91,7,No,No,No,Yes,No,Yes
1685,3430961,-1,2,0,14,30,37,0,No,0,0.91,0.95,1,No,No,No,Yes,No,Yes
1686,3431009,2,2,0,2,2,2,0,No,0,0.13,0.15,0,No,No,No,Yes,No,Yes
1687,3431012,0,3,0,1,1,1,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1688,3431215,0,8,0,1,1,2,1,No,0,0.68,0.49,0,No,No,Yes,Yes,No,Yes
1689,3431282,0,2,0,0,0,0,0,No,0,0.92,0.83,0,No,No,Yes,Yes,No,Yes
1690,3431320,1,4,0,3,3,3,0,No,0,0.79,0.87,0,No,No,Yes,Yes,No,Yes
1691,3431338,0,2,0,0,0,0,0,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
1692,3431358,2,12,0,11,17,22,0,No,0,0.77,0.73,0,No,No,No,Yes,No,Yes
1693,3431443,26,2,0,36,62,89,0,No,0,0.87,0.91,0,No,No,No,Yes,No,Yes
1694,3431713,9,10,1,20,39,53,6,No,0,0.77,0.84,0,No,No,No,Yes,No,Yes
1695,3431766,3,8,1,3,4,8,3,No,0,0.84,0.82,0,No,No,No,Yes,No,Yes
1696,3431782,1,8,0,8,11,17,0,No,0,0.5,0.52,0,Yes,No,No,No,No,Yes
1697,3431978,5,8,0,18,24,30,0,No,0,0.68,0.49,0,No,No,No,Yes,No,Yes
1698,3431991,15,8,0,61,105,145,0,No,0,0.41,0.46,0,No,No,No,Yes,No,Yes
1699,3432216,60,8,11,163,281,391,41,No,0,0.41,0.46,0,No,No,Yes,Yes,No,Yes
1700,3432251,26,2,0,241,443,533,122,No,0,0.94,0.95,0,No,No,No,Yes,No,Yes
1701,3432532,0,2,0,11,14,17,0,No,0,0.57,0.66,0,No,No,No,Yes,No,Yes
1702,3432533,12,2,0,2,6,6,0,No,0,0.79,0.71,0,No,No,No,Yes,No,Yes
1703,3432676,0,8,0,11,22,42,2,No,0,0.84,0.86,0,No,No,No,Yes,No,Yes
1704,3432901,42,2,0,96,211,272,0,No,0,1,1,0,No,No,No,Yes,No,Yes
1705,3432973,5,2,0,10,18,37,0,No,0,0.99,0.98,0,No,No,No,Yes,No,Yes
1706,3433017,1,2,0,2,5,5,1,No,0,0.86,0.91,0,No,No,No,Yes,No,Yes
1707,3433085,0,12,0,5,8,11,2,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1708,3433171,3,2,0,21,34,54,4,No,0,1,1,0,No,No,No,Yes,No,Yes
1709,3433211,0,8,0,0,0,0,0,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
1710,3433486,0,9,2,52,108,142,0,No,0,0.94,0.83,0,No,No,No,Yes,No,Yes
1711,3433670,0,,0,7,14,23,2,No,0,-99,-99,0,Yes,No,No,Yes,No,Yes
1712,3433734,3,8,0,8,14,21,1,No,0,0.41,0.46,0,No,No,No,Yes,No,Yes
1713,3433743,1,8,0,1,2,2,0,No,0,0.78,0.71,0,No,No,No,Yes,No,Yes
1714,3433754,13,8,1,23,30,46,6,No,0,0.18,0.33,0,No,No,No,Yes,No,Yes
1715,3433829,4,8,0,13,18,31,0,No,0,0.98,0.98,0,No,No,No,Yes,No,Yes
1716,3433890,1,9,10,11,22,36,0,No,0,0.7,0.66,0,No,No,Yes,Yes,No,Yes
1717,3433939,0,2,0,2,6,6,1,No,0,0.18,0.33,0,Yes,No,No,Yes,No,Yes
1718,3434179,0,8,0,0,0,0,0,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
1719,3434242,20,8,0,239,420,597,74,No,0,0.1,0.1,0,No,No,No,Yes,No,Yes
1720,3434392,488,8,0,177,619,845,115,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1721,3434417,45,8,17,156,208,238,112,No,0,0.98,0.97,1,No,No,No,Yes,No,Yes
1722,3434433,5,9,0,6,20,35,1,No,0,0.7,0.66,0,No,No,No,Yes,No,Yes
1723,3434445,22,2,0,15,22,26,2,No,0,0.85,0.74,0,Yes,No,No,Yes,No,Yes
1724,3434449,13,12,0,113,141,152,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1725,3434590,-19,8,0,96,179,280,28,No,0,0.57,0.59,28,No,No,No,Yes,No,Yes
1726,3435005,1,8,0,1,1,1,1,No,0,0.82,0.84,0,No,No,No,Yes,No,Yes
1727,3435514,8,8,0,10,22,37,4,No,0,0.96,0.88,0,No,No,No,Yes,No,Yes
1728,3435635,1,8,0,2,4,5,0,No,0,0.82,0.81,0,No,No,No,Yes,No,Yes
1729,3435759,3,3,0,10,12,13,1,No,0,0.94,0.96,0,Yes,No,No,Yes,No,Yes
1730,3435826,96,2,12,476,784,1119,23,No,0,-99,-99,0,No,No,No,Yes,No,Yes
1731,3435980,0,2,0,0,0,0,1,No,0,0.03,0.1,0,Yes,No,Yes,Yes,No,Yes
1732,3436033,-1,9,0,11,33,49,3,No,0,0.54,0.48,1,No,No,No,Yes,No,Yes
1733,3436042,10,12,0,10,23,31,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
1734,3436199,0,8,0,4,19,27,1,No,0,0.87,0.88,0,No,No,No,Yes,No,Yes
1735,3436217,8,4,0,17,53,73,0,No,0,0.79,0.66,0,No,No,No,Yes,No,Yes
1736,3436427,-27,12,3,68,371,493,29,No,0,0.18,0.38,31,No,No,Yes,Yes,No,Yes
1737,3436506,7,2,0,30,61,93,2,No,0,0.88,0.8,0,No,No,Yes,Yes,No,Yes
1738,3436535,0,,0,3,4,8,0,No,0,-99,-99,0,Yes,No,No,Yes,No,Yes
1739,3436685,11,2,0,9,17,34,0,No,0,0.56,0.68,0,Yes,No,No,Yes,No,Yes
1740,3436716,8,2,0,6,15,15,0,No,0,0.66,0.64,0,No,No,No,Yes,No,Yes
1741,3437189,9,12,4,39,68,91,0,No,0,0.53,0.55,0,No,No,No,Yes,No,Yes
1742,3437207,0,2,0,10,12,12,0,No,0,0.96,0.92,0,No,No,No,No,No,Yes
1743,3437218,0,2,0,28,42,60,3,No,0,0.91,0.94,0,No,No,Yes,Yes,No,Yes
1744,3437248,3,8,0,27,42,53,6,No,0,0.5,0.85,0,No,No,No,Yes,No,Yes
1745,3437322,2,8,2,7,14,15,2,No,0,0.77,0.76,0,No,No,No,Yes,No,Yes
1746,3437387,0,8,0,0,1,2,0,No,0,0.91,0.95,0,No,No,No,Yes,No,Yes
1747,3437442,55,12,0,183,356,532,0,No,0,0.07,0.19,0,No,No,No,Yes,No,Yes
1748,3437622,2,2,0,4,5,7,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
1749,3437698,0,2,0,2,5,7,1,No,0,0.82,0.81,0,No,No,No,Yes,No,Yes
